Ngày,Mở cửa,Đóng cửa,Thay đổi,% Thay đổi,KLGD khớp lệnh,KLGD thỏa thuận,KLGD tổng cộng,GTGD khớp lệnh (tỷ),GTGD thỏa thuận (tỷ),GTGD tổng cộng (tỷ)
17/06/2022,7.06,7.1,-0.49,-6.46%,19800,0,19800,0.0,0.0,0.0
16/06/2022,7.8,7.59,0.13,1.74%,4320,0,4320,0.0,0.0,0.0
15/06/2022,7.62,7.46,-0.56,-6.98%,24060,0,24060,0.0,0.0,0.0
14/06/2022,7.87,8.02,-0.43,-5.09%,12650,0,12650,0.0,0.0,0.0
13/06/2022,8.5,8.45,-0.63,-6.94%,27570,0,27570,0.0,0.0,0.0
10/06/2022,10.0,9.08,-0.29,-3.09%,74100,0,74100,0.0,0.0,0.0
09/06/2022,9.37,9.37,0.61,6.96%,9580,0,9580,0.0,0.0,0.0
08/06/2022,8.76,8.76,0.57,6.96%,6590,0,6590,0.0,0.0,0.0
07/06/2022,7.8,8.19,0.53,6.92%,20690,0,20690,0.0,0.0,0.0
06/06/2022,7.8,7.66,-0.13,-1.67%,3110,0,3110,0.0,0.0,0.0
03/06/2022,7.9,7.79,-0.11,-1.39%,5030,0,5030,0.0,0.0,0.0
02/06/2022,7.93,7.9,-0.03,-0.38%,3450,0,3450,0.0,0.0,0.0
01/06/2022,7.9,7.93,-0.17,-2.10%,3440,0,3440,0.0,0.0,0.0
31/05/2022,8.13,8.1,-0.03,-0.37%,5960,0,5960,0.0,0.0,0.0
30/05/2022,8.0,8.13,0.12,1.50%,3980,0,3980,0.0,0.0,0.0
27/05/2022,8.08,8.01,-0.09,-1.11%,5500,0,5500,0.0,0.0,0.0
26/05/2022,7.7,8.1,0.4,5.19%,6750,0,6750,0.0,0.0,0.0
25/05/2022,7.88,7.7,0.0,0,8150,0,8150,0.0,0.0,0.0
24/05/2022,7.8,7.7,-0.1,-1.28%,2810,0,2810,0.0,0.0,0.0
23/05/2022,7.78,7.8,0.02,0.26%,20120,0,20120,0.0,0.0,0.0
20/05/2022,7.55,7.78,0.26,3.46%,6490,0,6490,0.0,0.0,0.0
19/05/2022,7.9,7.52,-0.5,-6.23%,44600,0,4460,0.35,0.0,0.3456
18/05/2022,8.35,8.02,0.12,1.52%,225500,0,22550,1.82,0.0,1.81675
17/05/2022,7.05,7.9,0.51,6.90%,64900,0,6490,0.49,0.0,0.49466
16/05/2022,7.0,7.39,-0.01,-0.14%,28400,0,2840,0.21,0.0,0.20781
13/05/2022,7.5,7.4,-0.55,-6.92%,102500,0,9890,0.77,0.0,0.76862
12/05/2022,8.22,7.95,-0.27,-3.28%,113000,0,11300,0.91,0.0,0.90896
11/05/2022,8.05,8.22,0.17,2.11%,89700,0,8970,0.72,0.0,0.72286
10/05/2022,8.0,8.05,0.05,0.63%,62400,0,6240,0.5,0.0,0.49882
09/05/2022,8.2,8.0,-0.6,-6.98%,138600,0,13860,1.13,0.0,1.12906
06/05/2022,8.72,8.6,-0.12,-1.38%,48100,0,4810,0.41,0.0,0.40851
05/05/2022,8.84,8.72,-0.12,-1.36%,92700,0,9270,0.82,0.0,0.81631
04/05/2022,8.99,8.84,-0.15,-1.67%,76600,0,7660,0.68,0.0,0.67965
29/04/2022,8.88,8.99,0.19,2.16%,71900,0,7190,0.64,0.0,0.63878
28/04/2022,8.69,8.8,0.11,1.27%,74000,0,7400,0.65,0.0,0.64791
27/04/2022,8.5,8.69,0.2,2.36%,55600,0,5560,0.48,0.0,0.47581
26/04/2022,8.09,8.09,0.01,0.12%,84800,0,8470,0.69,0.0,0.68906
25/04/2022,8.68,8.08,-0.6,-6.91%,88800,0,8880,0.76,0.0,0.76004
22/04/2022,8.49,8.67,0.17,2.00%,174600,0,17140,1.52,0.0,1.52004
21/04/2022,8.49,8.5,-0.62,-6.80%,178800,0,17880,1.54,0.0,1.53835
20/04/2022,9.8,9.12,-0.68,-6.94%,258200,0,25820,2.4,0.0,2.4016
19/04/2022,10.5,9.8,-0.6,-5.77%,133300,0,11970,1.35,0.0,1.35065
18/04/2022,10.5,10.4,-0.1,-0.95%,329600,0,32960,3.39,0.0,3.39134
15/04/2022,10.9,10.5,-0.4,-3.67%,227300,0,22730,2.43,0.0,2.43074
14/04/2022,10.6,10.9,0.1,0.93%,163800,0,16380,1.75,0.0,1.75435
13/04/2022,10.7,10.8,0.1,0.93%,494400,0,49440,5.17,0.0,5.17188
12/04/2022,11.0,10.7,-0.2,-1.83%,299200,0,29920,3.22,0.0,3.22212
